identifier,title
UIS.LR.AG65.F,Elderly (65+) literacy rate (%). Female
UIS.LR.AG65.GPI,Gender parity index for elderly literacy rate
UIS.LR.AG65.M,Elderly (65+) literacy rate (%). Male
UIS.MSEP.56,Inbound mobility rate. Total
UIS.NE.1.ECD,New entrants who have attended some ECCE programme. Total
UIS.NE.1.ECD.F,New entrants who have attended some ECCE programme. Female
UIS.NE.1.G1,New entrants to Grade 1 of primary education. Total
UIS.NE.1.G1.F,New entrants to Grade 1 of primary education. Female
UIS.NER.0.GPI,Gender parity index for net enrolment rate. Pre-primary
UIS.NER.1.GPI,Gender parity index for net enrolment rate. Primary
UIS.NER.23.GPI,Gender parity index for net enrolment rate. Secondary
UIS.NERT.1.GPI,Gender parity index for adjusted net enrolment rate. Primary
UIS.NIR.1.AGM1,Net intake rate. Primary. Under age (-1). Total
UIS.NIR.1.AGM1.F,Net intake rate. Primary. Under age (-1). Female
UIS.NIR.1.AGM1.M,Net intake rate. Primary. Under age (-1). Male
UIS.NIR.1.AGP1,Net intake rate. Primary. Over age (+1). Total
UIS.NIR.1.AGP1.F,Net intake rate. Primary. Over age (+1). Female
UIS.NIR.1.AGP1.M,Net intake rate. Primary. Over age (+1). Male
UIS.NIR.1.GPI,Gender parity index for net intake rate. Primary.
UIS.NIRA.1,Adjusted net intake rate (%). Primary. Total
UIS.NIRA.1.F,Adjusted net intake rate (%). Primary. Female
UIS.NIRA.1.GPI,Gender parity index for adjusted net intake rate. Primary
UIS.NIRA.1.M,Adjusted net intake rate (%). Primary. Male
UIS.OAPP.1,Over-age enrolment ratio. Primary. Total
UIS.OAPP.1.F,Over-age enrolment ratio. Primary. Female
UIS.OAPP.1.M,Over-age enrolment ratio. Primary. Male
UIS.OE.56.40510,Outbound mobile students (students from a given country studying abroad). Tertiary
UIS.OFSPPT.1,Out-of-school children of primary school age enrolled in pre-primary education. Total
UIS.OFSPPT.1.F,Out-of-school children of primary school age enrolled in pre-primary education. Female
UIS.OFSPPT.1.M,Out-of-school children of primary school age enrolled in pre-primary education. Male
UIS.OFST.2,Out-of-school children of lower secondary school age. Total
UIS.OFST.2.F,Out-of-school children of lower secondary school age. Female
UIS.OFST.2.M,Out-of-school children of lower secondary school age. Male
UIS.OMR.56,Outbound mobility ratio (%). Tertiary
UIS.PRP.2.GPV,Percentage of private enrolment. Lower secondary. General programmes
UIS.PRP.2.V,Percentage of private enrolment. Lower secondary. Technical/vocational programmes
UIS.PRP.3.GPV,Percentage of private enrolment. Upper secondary. General programmes
UIS.PRP.3.V,Percentage of private enrolment. Upper secondary. Technical/vocational programmes
UIS.PTRHC.2,Pupil-teacher ratio. Lower secondary
UIS.PTRHC.3,Pupil-teacher ratio. Upper secondary
UIS.R.1,Repeaters in primary. All grades. Total
UIS.R.1.F,Repeaters in primary. All grades. Female
UIS.R.1.G1,Repeaters in primary. Grade 1. Total
UIS.R.1.G1.F,Repeaters in primary. Grade 1. Female
UIS.R.1.G2,Repeaters in primary. Grade 2. Total
UIS.R.1.G2.F,Repeaters in primary. Grade 2. Female
UIS.R.1.G3,Repeaters in primary. Grade 3. Total
UIS.R.1.G3.F,Repeaters in primary. Grade 3. Female
UIS.R.1.G4,Repeaters in primary. Grade 4. Total
UIS.R.1.G4.F,Repeaters in primary. Grade 4. Female
UIS.R.1.G5,Repeaters in primary. Grade 5. Total
UIS.R.1.G5.F,Repeaters in primary. Grade 5. Female
UIS.R.1.G6,Repeaters in primary. Grade 6. Total
UIS.R.1.G6.F,Repeaters in primary. Grade 6. Female
UIS.R.1.G7,Repeaters in primary. Grade 7. Total
UIS.R.1.G7.F,Repeaters in primary. Grade 7. Female
UIS.R.23.GPV,Repeaters in secondary. All grades. Total
UIS.R.23.GPV.F,Repeaters in secondary. All grades. Female
UIS.R.23.GPV.G1,Repeaters in secondary. Grade 1. Total
UIS.R.23.GPV.G1.F,Repeaters in secondary. Grade 1. Female
UIS.R.23.GPV.G2,Repeaters in secondary. Grade 2. Total
UIS.R.23.GPV.G2.F,Repeaters in secondary. Grade 2. Female
UIS.R.23.GPV.G3,Repeaters in secondary. Grade 3. Total
UIS.R.23.GPV.G3.F,Repeaters in secondary. Grade 3. Female
UIS.R.23.GPV.G4,Repeaters in secondary. Grade 4. Total
UIS.R.23.GPV.G4.F,Repeaters in secondary. Grade 4. Female
UIS.R.23.GPV.G5,Repeaters in secondary. Grade 5. Total
UIS.R.23.GPV.G5.F,Repeaters in secondary. Grade 5. Female
UIS.R.23.GPV.G6,Repeaters in secondary. Grade 6. Total
UIS.R.23.GPV.G6.F,Repeaters in secondary. Grade 6. Female
UIS.R.23.GPV.G7,Repeaters in secondary. Grade 7. Total
UIS.R.23.GPV.G7.F,Repeaters in secondary. Grade 7. Female
UIS.R.23.GPV.G8,Repeaters in secondary. Grade 8. Total
UIS.R.23.GPV.G8.F,Repeaters in secondary. Grade 8. Female
UIS.R.23.GPV.G9,Repeaters in secondary. Grade 9. Total
UIS.R.23.GPV.G9.F,Repeaters in secondary. Grade 9. Female
UIS.REPP.1.G1,Percentage of repeaters in primary. Grade 1. Total
UIS.REPP.1.G1.F,Percentage of repeaters in primary. Grade 1.Female
UIS.REPP.1.G1.M,Percentage of repeaters in primary. Grade 1. Male
UIS.REPP.1.G2,Percentage of repeaters in primary. Grade 2. Total
UIS.REPP.1.G2.F,Percentage of repeaters in primary. Grade 2. Female
UIS.REPP.1.G2.M,Percentage of repeaters in primary. Grade 2. Male
UIS.REPP.1.G3,Percentage of repeaters in primary. Grade 3. Total
UIS.REPP.1.G3.F,Percentage of repeaters in primary. Grade 3. Female
UIS.REPP.1.G3.M,Percentage of repeaters in primary. Grade 3. Male
UIS.REPP.1.G4,Percentage of repeaters in primary. Grade 4. Total
UIS.REPP.1.G4.F,Percentage of repeaters in primary. Grade 4. Female
UIS.REPP.1.G4.M,Percentage of repeaters in primary. Grade 4. Male
UIS.REPP.1.G5,Percentage of repeaters in primary. Grade 5. Total
UIS.REPP.1.G5.F,Percentage of repeaters in primary. Grade 5. Female
UIS.REPP.1.G5.M,Percentage of repeaters in primary. Grade 5. Male
UIS.REPP.1.G6,Percentage of repeaters in primary. Grade 6. Total
UIS.REPP.1.G6.F,Percentage of repeaters in primary. Grade 6. Female
UIS.REPP.1.G6.M,Percentage of repeaters in primary. Grade 6. Male
UIS.REPP.1.G7,Percentage of repeaters in primary. Grade 7. Total
UIS.REPP.1.G7.F,Percentage of repeaters in primary. Grade 7. Female
UIS.REPP.1.G7.M,Percentage of repeaters in primary. Grade 7. Male
UIS.REPP.1.GPI,Gender parity index for % repeaters. All grades. Primary
UIS.REPP.2.GPV,Percentage of repeaters in lower secondary. All grades. Total
UIS.REPP.2.GPV.F,Percentage of repeaters in lower secondary. All grades. Female
UIS.REPP.2.GPV.M,Percentage of repeaters in lower secondary. All grades. Male
UIS.REPP.23.GPV.G1,Percentage of repeaters in secondary. Grade 1. Total
UIS.REPP.23.GPV.G1.F,Percentage of repeaters in secondary. Grade 1. Female
UIS.REPP.23.GPV.G1.M,Percentage of repeaters in secondary. Grade 1. Male
UIS.REPP.23.GPV.G2,Percentage of repeaters in secondary. Grade 2. Total
UIS.REPP.23.GPV.G2.F,Percentage of repeaters in secondary. Grade 2. Female
UIS.REPP.23.GPV.G2.M,Percentage of repeaters in secondary. Grade 2. Male
UIS.REPP.23.GPV.G3,Percentage of repeaters in secondary. Grade 3. Total
UIS.REPP.23.GPV.G3.F,Percentage of repeaters in secondary. Grade 3. Female
UIS.REPP.23.GPV.G3.M,Percentage of repeaters in secondary. Grade 3. Male
UIS.REPP.23.GPV.G4,Percentage of repeaters in secondary. Grade 4. Total
UIS.REPP.23.GPV.G4.F,Percentage of repeaters in secondary. Grade 4. Female
UIS.REPP.23.GPV.G4.M,Percentage of repeaters in secondary. Grade 4. Male
UIS.REPP.23.GPV.G5,Percentage of repeaters in secondary. Grade 5. Total
UIS.REPP.23.GPV.G5.F,Percentage of repeaters in secondary. Grade 5. Female
UIS.REPP.23.GPV.G5.M,Percentage of repeaters in secondary. Grade 5. Male
UIS.REPP.23.GPV.G6,Percentage of repeaters in secondary. Grade 6. Total
UIS.REPP.23.GPV.G6.F,Percentage of repeaters in secondary. Grade 6. Female
UIS.REPP.23.GPV.G6.M,Percentage of repeaters in secondary. Grade 6. Male
UIS.REPP.23.GPV.G7,Percentage of repeaters in secondary. Grade 7. Total
UIS.REPP.23.GPV.G7.F,Percentage of repeaters in secondary. Grade 7. Female
UIS.REPP.23.GPV.G7.M,Percentage of repeaters in secondary. Grade 7. Male
UIS.REPP.23.GPV.G8,Percentage of repeaters in secondary. Grade 8. Total
UIS.REPP.23.GPV.G8.F,Percentage of repeaters in secondary. Grade 8. Female
UIS.REPP.23.GPV.G8.M,Percentage of repeaters in secondary. Grade 8. Male
UIS.REPP.3.GPV,Percentage of repeaters in upper secondary. All grades. Total
UIS.REPP.3.GPV.F,Percentage of repeaters in upper secondary. All grades. Female
UIS.REPP.3.GPV.M,Percentage of repeaters in upper secondary. All grades. Male
UIS.REPR.1.G1,Repetition rate in primary. Grade 1. Total
UIS.REPR.1.G1.F,Repetition rate in primary. Grade 1. Female
UIS.REPR.1.G1.M,Repetition rate in primary. Grade 1. Male
UIS.REPR.1.G2,Repetition rate in primary. Grade 2. Total
UIS.REPR.1.G2.F,Repetition rate in primary. Grade 2. Female
UIS.REPR.1.G2.M,Repetition rate in primary. Grade 2. Male
UIS.REPR.1.G3,Repetition rate in primary. Grade 3. Total
UIS.REPR.1.G3.F,Repetition rate in primary. Grade 3. Female
UIS.REPR.1.G3.M,Repetition rate in primary. Grade 3. Male
UIS.REPR.1.G4,Repetition rate in primary. Grade 4. Total
UIS.REPR.1.G4.F,Repetition rate in primary. Grade 4. Female
UIS.REPR.1.G4.M,Repetition rate in primary. Grade 4. Male
UIS.REPR.1.G5,Repetition rate in primary. Grade 5. Total
UIS.REPR.1.G5.F,Repetition rate in primary. Grade 5. Female
UIS.REPR.1.G5.M,Repetition rate in primary. Grade 5. Male
UIS.REPR.1.G6,Repetition rate in primary. Grade 6. Total
UIS.REPR.1.G6.F,Repetition rate in primary. Grade 6. Female
UIS.REPR.1.G6.M,Repetition rate in primary. Grade 6. Male
UIS.ROFSPPT.1,Share of primary school-age children enrolled in pre-primary education (%). Total
UIS.ROFSPPT.1.F,Share of primary school-age children enrolled in pre-primary education (%). Female
UIS.ROFSPPT.1.M,Share of primary school-age children enrolled in pre-primary education (%). Male
UIS.ROFST.1,Out-of-school rate for children of primary school age (%). Total
UIS.ROFST.1.F,Out-of-school rate for children of primary school age (%). Female
UIS.ROFST.1.M,Out-of-school rate for children of primary school age (%). Male
UIS.ROFST.2,Out-of-school rate for children of lower secondary school age (%). Total
UIS.ROFST.2.F,Out-of-school rate for children of lower secondary school age (%). Female
UIS.ROFST.2.M,Out-of-school rate for children of lower secondary school age (%). Male
UIS.SAP.1.G1,School age population. Official entrance age. Total
UIS.SAP.1.G1.F,School age population. Official entrance age. Female
UIS.SAP.1.G1.M,School age population. Official entrance age. Male
UIS.SAP.4,School age population. Post-secondary. Total
UIS.SAP.4.F,School age population. Post-secondary. Female
UIS.SAP.4.M,School age population. Post-secondary. Male
UIS.SLE.0,School life expectancy (years). Pre-primary. Total
UIS.SLE.0.F,School life expectancy (years). Pre-primary. Female
UIS.SLE.0.M,School life expectancy (years). Pre-primary. Male
UIS.SLE.123,School life expectancy (years). Primary to secondary. Total
UIS.SLE.123.F,School life expectancy (years). Primary to secondary. Female
UIS.SLE.123.GPI,Gender parity index for school life expectancy. Primary to secondary.
UIS.SLE.123.M,School life expectancy (years). Primary to secondary. Male
UIS.SLE.56,School life expectancy (years). Tertiary. Total
UIS.SLE.56.F,School life expectancy (years). Tertiary. Female
UIS.SLE.56.GPI,Gender parity index for school life expectancy. Tertiary.
UIS.SLE.56.M,School life expectancy (years). Tertiary. Male
UIS.SLEN.12.F,School life expectancy net of repetition (years). Primary to lower secondary. Female
UIS.SLEN.12.GPI,Gender parity index for school life expectancy net of repetition. Primary to lower secondary
UIS.SLEN.12.M,School life expectancy net of repetition (years). Primary to lower secondary. Male
UIS.SLEN.12.T,School life expectancy net of repetition (years). Primary to lower secondary. Total
UIS.SR.1.G4,Survival rate to grade 4. Total
UIS.SR.1.G4.F,Survival rate to grade 4. Female
UIS.SR.1.G4.GPI,Gender parity index for survival rate to grade 4
UIS.SR.1.G4.M,Survival rate to grade 4. Male
UIS.SR.1.G5.GPI,Gender parity index for survival rate to grade 5
UIS.SR.1.GLAST.GPI,Gender parity index for survival rate to last grade of primary
UIS.SR.2.GPV.GLAST.CP.F,Survival rate to last grade of lower secondary (General programmes). Female
UIS.SR.2.GPV.GLAST.CP.M,Survival rate to last grade of lower secondary (General programmes). Male
UIS.SR.2.GPV.GLAST.CP.T,Survival rate to last grade of lower secondary (General programmes). Total
UIS.SR.2.GPV.GLAST.GPI,Gender parity index for survival rate to last grade of lower secondary (General programmes)
UIS.T.2,Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Total
UIS.T.2.F,Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Female
UIS.T.2.GPV,Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Total
UIS.T.2.GPV.F,Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.2.V,Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Total
UIS.T.2.V.F,Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Female
UIS.T.23.GPV,Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Total
UIS.T.23.GPV.F,Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.23.V,Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Total
UIS.T.23.V.F,Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Female
UIS.T.3,Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Total
UIS.T.3.F,Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Female
UIS.T.3.GPV,Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Total
UIS.T.3.GPV.F,Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.3.V,Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Total
UIS.T.3.V.F,Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Female
UIS.T.4,Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Total
UIS.T.4.F,Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Female
UIS.T.4.GPV,Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Total
UIS.T.4.GPV.F,Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Female
UIS.T.4.V,Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Total
UIS.T.4.V.F,Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Female
UIS.T.5.A,Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Total
UIS.T.5.A.F,Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Female
UIS.T.5.B,Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Total
UIS.T.5.B.F,Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Female
UIS.TE_100000.56,"Number of students in tertiary education per 100,000 inhabitants. Total"
UIS.TE_100000.56.F,"Number of students in tertiary education per 100,000 inhabitants. Female"
UIS.TE_100000.56.M,"Number of students in tertiary education per 100,000 inhabitants. Male"
UIS.TEP.5.A,Distribution of students (%). ISCED Level 5A
UIS.TEP.5.B,Distribution of students (%). ISCED Level 5B
UIS.TEP.6,Distribution of students (%). ISCED Level 6
UIS.TRANR.23.GPV.GPI,"Gender parity index for transition rate, primary to secondary, general programmes"
UIS.TRANRA.23.GPV,Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Total
UIS.TRANRA.23.GPV.F,Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Female
UIS.TRANRA.23.GPV.GPI,Gender parity index for effective transition rate. Primary (ISCED 1) to secondary (ISCED 2). General programmes
UIS.TRANRA.23.GPV.M,Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Male
UIS.TRTP.0,Percentage of trained teachers. Pre-primary. Total
UIS.TRTP.0.F,Percentage of trained teachers. Pre-primary. Female
UIS.TRTP.0.GPI,Gender parity index for % of trained teachers. Pre-primary
UIS.TRTP.0.M,Percentage of trained teachers. Pre-primary. Male
UIS.TRTP.1.GPI,Gender parity index for % of trained teachers. Primary
UIS.TRTP.2,Percentage of trained teachers. Lower secondary. Total
UIS.TRTP.2.F,Percentage of trained teachers. Lower secondary. Female
UIS.TRTP.2.GPI,Gender parity index for % of trained teachers. Lower secondary
UIS.TRTP.2.M,Percentage of trained teachers. Lower secondary. Male
UIS.TRTP.23.GPI,Gender parity index for % of trained teachers. Secondary
